"","activity","gender","year","age_group","amount"
"9192","residential/accommodation team","Male",2018,"55–59",280
"9193","residential/accommodation team","Male",2018,"60–64",210
"9194","residential/accommodation team","Male",2018,"65–69",108
"9195","residential/accommodation team","Male",2018,"70–74",52
"9196","residential/accommodation team","Male",2018,"75–79",21
"9197","residential/accommodation team","Male",2018,"80–84",7
"9198","residential/accommodation team","Male",2018,"85+",3
"9199","residential/accommodation team","Female",2018,"0–4",1
"9200","residential/accommodation team","Female",2018,"5–9",3
"9201","residential/accommodation team","Female",2018,"10–14",124
"9202","residential/accommodation team","Female",2018,"15–19",426
"9203","residential/accommodation team","Female",2018,"20–24",390
"9204","residential/accommodation team","Female",2018,"25–29",337
"9205","residential/accommodation team","Female",2018,"30–34",304
"9206","residential/accommodation team","Female",2018,"35–39",256
"9207","residential/accommodation team","Female",2018,"40–44",325
"9208","residential/accommodation team","Female",2018,"45–49",343
"9209","residential/accommodation team","Female",2018,"50–54",351
"9210","residential/accommodation team","Female",2018,"55–59",276
"9211","residential/accommodation team","Female",2018,"60–64",212
"9212","residential/accommodation team","Female",2018,"65–69",115
"9213","residential/accommodation team","Female",2018,"70–74",48
"9214","residential/accommodation team","Female",2018,"75–79",15
"9215","residential/accommodation team","Female",2018,"80–84",12
"9216","residential/accommodation team","Female",2018,"85+",2
"9217","co-existing problems team","Male",2018,"0–4",0
"9218","co-existing problems team","Male",2018,"5–9",15
"9219","co-existing problems team","Male",2018,"10–14",222
"9220","co-existing problems team","Male",2018,"15–19",275
"9221","co-existing problems team","Male",2018,"20–24",177
"9222","co-existing problems team","Male",2018,"25–29",190
"9223","co-existing problems team","Male",2018,"30–34",147
"9224","co-existing problems team","Male",2018,"35–39",152
"9225","co-existing problems team","Male",2018,"40–44",103
"9226","co-existing problems team","Male",2018,"45–49",104
"9227","co-existing problems team","Male",2018,"50–54",65
"9228","co-existing problems team","Male",2018,"55–59",48
"9229","co-existing problems team","Male",2018,"60–64",26
"9230","co-existing problems team","Male",2018,"65–69",12
"9231","co-existing problems team","Male",2018,"70–74",2
"9232","co-existing problems team","Male",2018,"75–79",1
"9233","co-existing problems team","Male",2018,"80–84",1
"9234","co-existing problems team","Male",2018,"85+",0
"9235","co-existing problems team","Female",2018,"0–4",0
"9236","co-existing problems team","Female",2018,"5–9",11
"9237","co-existing problems team","Female",2018,"10–14",167
"9238","co-existing problems team","Female",2018,"15–19",164
"9239","co-existing problems team","Female",2018,"20–24",103
"9240","co-existing problems team","Female",2018,"25–29",150
"9241","co-existing problems team","Female",2018,"30–34",118
"9242","co-existing problems team","Female",2018,"35–39",96
"9243","co-existing problems team","Female",2018,"40–44",98
"9244","co-existing problems team","Female",2018,"45–49",68
"9245","co-existing problems team","Female",2018,"50–54",73
"9246","co-existing problems team","Female",2018,"55–59",29
"9247","co-existing problems team","Female",2018,"60–64",31
"9248","co-existing problems team","Female",2018,"65–69",4
"9249","co-existing problems team","Female",2018,"70–74",4
"9250","co-existing problems team","Female",2018,"75–79",1
"9251","co-existing problems team","Female",2018,"80–84",0
"9252","co-existing problems team","Female",2018,"85+",0
"9253","intellectual disability dual diagnosis team","Male",2018,"0–4",0
"9254","intellectual disability dual diagnosis team","Male",2018,"5–9",0
"9255","intellectual disability dual diagnosis team","Male",2018,"10–14",3
"9256","intellectual disability dual diagnosis team","Male",2018,"15–19",54
"9257","intellectual disability dual diagnosis team","Male",2018,"20–24",91
"9258","intellectual disability dual diagnosis team","Male",2018,"25–29",60
"9259","intellectual disability dual diagnosis team","Male",2018,"30–34",43
"9260","intellectual disability dual diagnosis team","Male",2018,"35–39",40
"9261","intellectual disability dual diagnosis team","Male",2018,"40–44",36
"9262","intellectual disability dual diagnosis team","Male",2018,"45–49",49
"9263","intellectual disability dual diagnosis team","Male",2018,"50–54",52
"9264","intellectual disability dual diagnosis team","Male",2018,"55–59",43
"9265","intellectual disability dual diagnosis team","Male",2018,"60–64",33
"9266","intellectual disability dual diagnosis team","Male",2018,"65–69",15
"9267","intellectual disability dual diagnosis team","Male",2018,"70–74",7
"9268","intellectual disability dual diagnosis team","Male",2018,"75–79",0
"9269","intellectual disability dual diagnosis team","Male",2018,"80–84",0
"9270","intellectual disability dual diagnosis team","Male",2018,"85+",0
"9271","intellectual disability dual diagnosis team","Female",2018,"0–4",0
"9272","intellectual disability dual diagnosis team","Female",2018,"5–9",0
"9273","intellectual disability dual diagnosis team","Female",2018,"10–14",0
"9274","intellectual disability dual diagnosis team","Female",2018,"15–19",23
"9275","intellectual disability dual diagnosis team","Female",2018,"20–24",48
"9276","intellectual disability dual diagnosis team","Female",2018,"25–29",34
"9277","intellectual disability dual diagnosis team","Female",2018,"30–34",33
"9278","intellectual disability dual diagnosis team","Female",2018,"35–39",24
"9279","intellectual disability dual diagnosis team","Female",2018,"40–44",29
"9280","intellectual disability dual diagnosis team","Female",2018,"45–49",45
"9281","intellectual disability dual diagnosis team","Female",2018,"50–54",38
"9282","intellectual disability dual diagnosis team","Female",2018,"55–59",35
"9283","intellectual disability dual diagnosis team","Female",2018,"60–64",26
"9284","intellectual disability dual diagnosis team","Female",2018,"65–69",13
"9285","intellectual disability dual diagnosis team","Female",2018,"70–74",4
"9286","intellectual disability dual diagnosis team","Female",2018,"75–79",1
"9287","intellectual disability dual diagnosis team","Female",2018,"80–84",1
"9288","intellectual disability dual diagnosis team","Female",2018,"85+",0
"9289","specialty team","Male",2018,"0–4",121
"9290","specialty team","Male",2018,"5–9",877
"9291","specialty team","Male",2018,"10–14",1102
"9292","specialty team","Male",2018,"15–19",849
"9293","specialty team","Male",2018,"20–24",105
"9294","specialty team","Male",2018,"25–29",90
"9295","specialty team","Male",2018,"30–34",63
"9296","specialty team","Male",2018,"35–39",73
"9297","specialty team","Male",2018,"40–44",65
"9298","specialty team","Male",2018,"45–49",82
"9299","specialty team","Male",2018,"50–54",67
"9300","specialty team","Male",2018,"55–59",68
"9301","specialty team","Male",2018,"60–64",60
"9302","specialty team","Male",2018,"65–69",105
"9303","specialty team","Male",2018,"70–74",108
"9304","specialty team","Male",2018,"75–79",107
"9305","specialty team","Male",2018,"80–84",78
"9306","specialty team","Male",2018,"85+",103
"9307","specialty team","Female",2018,"0–4",87
"9308","specialty team","Female",2018,"5–9",371
"9309","specialty team","Female",2018,"10–14",1163
"9310","specialty team","Female",2018,"15–19",1375
"9311","specialty team","Female",2018,"20–24",114
"9312","specialty team","Female",2018,"25–29",115
"9313","specialty team","Female",2018,"30–34",127
"9314","specialty team","Female",2018,"35–39",111
"9315","specialty team","Female",2018,"40–44",108
"9316","specialty team","Female",2018,"45–49",93
"9317","specialty team","Female",2018,"50–54",82
"9318","specialty team","Female",2018,"55–59",70
"9319","specialty team","Female",2018,"60–64",57
"9320","specialty team","Female",2018,"65–69",122
"9321","specialty team","Female",2018,"70–74",134
"9322","specialty team","Female",2018,"75–79",150
"9323","specialty team","Female",2018,"80–84",128
"9324","specialty team","Female",2018,"85+",161
"9325","maternal mental health team","Male",2018,"0–4",4
"9326","maternal mental health team","Male",2018,"5–9",0
"9327","maternal mental health team","Male",2018,"10–14",0
"9328","maternal mental health team","Male",2018,"15–19",0
"9329","maternal mental health team","Male",2018,"20–24",4
"9330","maternal mental health team","Male",2018,"25–29",3
"9331","maternal mental health team","Male",2018,"30–34",5
"9332","maternal mental health team","Male",2018,"35–39",3
"9333","maternal mental health team","Male",2018,"40–44",3
"9334","maternal mental health team","Male",2018,"45–49",0
"9335","maternal mental health team","Male",2018,"50–54",2
"9336","maternal mental health team","Male",2018,"55–59",0
"9337","maternal mental health team","Male",2018,"60–64",0
"9338","maternal mental health team","Male",2018,"65–69",0
"9339","maternal mental health team","Male",2018,"70–74",0
"9340","maternal mental health team","Male",2018,"75–79",0
"9341","maternal mental health team","Male",2018,"80–84",0
"9342","maternal mental health team","Male",2018,"85+",0
"9343","maternal mental health team","Female",2018,"0–4",6
"9344","maternal mental health team","Female",2018,"5–9",0
"9345","maternal mental health team","Female",2018,"10–14",3
"9346","maternal mental health team","Female",2018,"15–19",285
"9347","maternal mental health team","Female",2018,"20–24",1007
"9348","maternal mental health team","Female",2018,"25–29",1427
"9349","maternal mental health team","Female",2018,"30–34",1497
"9350","maternal mental health team","Female",2018,"35–39",829
"9351","maternal mental health team","Female",2018,"40–44",191
"9352","maternal mental health team","Female",2018,"45–49",21
"9353","maternal mental health team","Female",2018,"50–54",2
"9354","maternal mental health team","Female",2018,"55–59",0
"9355","maternal mental health team","Female",2018,"60–64",0
"9356","maternal mental health team","Female",2018,"65–69",1
"9357","maternal mental health team","Female",2018,"70–74",0
"9358","maternal mental health team","Female",2018,"75–79",0
"9359","maternal mental health team","Female",2018,"80–84",0
"9360","maternal mental health team","Female",2018,"85+",0
"9361","eating disorder team","Male",2018,"0–4",0
"9362","eating disorder team","Male",2018,"5–9",7
"9363","eating disorder team","Male",2018,"10–14",28
"9364","eating disorder team","Male",2018,"15–19",24
"9365","eating disorder team","Male",2018,"20–24",22
"9366","eating disorder team","Male",2018,"25–29",3
"9367","eating disorder team","Male",2018,"30–34",5
"9368","eating disorder team","Male",2018,"35–39",3
"9369","eating disorder team","Male",2018,"40–44",7
"9370","eating disorder team","Male",2018,"45–49",4
"9371","eating disorder team","Male",2018,"50–54",1
"9372","eating disorder team","Male",2018,"55–59",3
"9373","eating disorder team","Male",2018,"60–64",2
"9374","eating disorder team","Male",2018,"65–69",0
"9375","eating disorder team","Male",2018,"70–74",0
"9376","eating disorder team","Male",2018,"75–79",1
"9377","eating disorder team","Male",2018,"80–84",0
"9378","eating disorder team","Male",2018,"85+",0
"9379","eating disorder team","Female",2018,"0–4",0
